id,BHK,Bathroom,Parking,Price,Per_Sqft,Furnishing
594,4,4.0,3.0,80000000,14818.0,1
595,3,2.0,1.0,11000000,14818.0,2
596,4,5.0,3.0,74000000,14818.0,1
597,3,3.0,1.0,37500000,14818.0,1
598,4,4.0,3.0,52500000,23863.0,1
599,3,3.0,1.0,26000000,15687.005888125614,1
600,3,2.0,1.0,15500000,15687.005888125614,2
601,3,3.0,1.0,22000000,15687.005888125614,2
602,3,3.0,1.0,21000000,15687.005888125614,1
603,2,2.0,1.0,5000000,15687.005888125614,1
604,3,3.0,1.0,22000000,15687.005888125614,2
605,3,2.0,1.0,26500000,14722.0,2
606,2,2.0,1.0,8770000,14722.0,2
607,1,1.0,1.0,4500000,14722.0,1
608,2,3.0,1.0,8500000,14722.0,1
609,2,2.0,1.0,8600000,14722.0,2
610,4,3.0,1.0,42500000,14722.0,1
611,3,2.0,2.0,13100000,14722.0,1
612,2,2.0,2.0,7000000,14722.0,2
613,3,3.0,2.0,30000000,14722.0,0
614,2,2.0,2.0,13000000,14722.0,1
615,4,3.0,2.0,23100000,14722.0,2
616,3,2.0,1.0,16000000,14722.0,1
617,2,2.0,1.0,12500000,13889.0,2
618,3,3.0,1.0,24500000,13889.0,0
619,1,1.0,1.0,3200000,13889.0,2
620,3,2.0,1.0,6300000,7875.0,2
621,3,3.0,1.0,15000000,11111.0,1
622,3,3.0,1.0,5700000,11111.0,2
623,3,2.0,1.0,21000000,11111.0,0
624,2,3.0,1.0,7500000,11111.0,2
625,2,1.0,1.0,6500000,10943.0,1
626,3,3.0,1.0,27500000,10943.0,1
627,3,2.0,1.0,12000000,10943.0,2
628,3,2.0,2.0,18000000,10943.0,1
629,3,3.0,1.0,15600000,15687.005888125614,1
630,3,3.0,1.0,15500000,15687.005888125614,1
631,3,3.0,1.0,15200000,15687.005888125614,1
632,3,3.0,1.0,25000000,15687.005888125614,0
633,3,2.0,1.0,15000000,15687.005888125614,0
634,3,2.0,1.0,15800000,15687.005888125614,1
635,4,3.0,1.0,31500000,15687.005888125614,0
636,3,3.0,1.0,14000000,15687.005888125614,1
637,3,2.0,1.0,13200000,15687.005888125614,1
638,3,2.0,1.0,15800000,15687.005888125614,1
639,3,3.0,1.0,16200000,15687.005888125614,2
640,3,2.0,1.0,15500000,15687.005888125614,1
641,3,2.0,1.0,14500000,15687.005888125614,1
642,3,2.0,1.0,14900000,15687.005888125614,1
643,3,3.0,1.0,17200000,15687.005888125614,0
644,3,3.0,1.0,18000000,15687.005888125614,0
645,3,2.0,1.0,15500000,15687.005888125614,1
646,3,2.0,1.0,15800000,15687.005888125614,0
647,2,2.0,1.0,12600000,15687.005888125614,0
648,3,2.0,1.0,15000000,15687.005888125614,1
649,4,2.0,1.0,19500000,15687.005888125614,0
650,3,3.0,1.0,16600000,15687.005888125614,1
651,3,3.0,1.0,17200000,15687.005888125614,1
652,2,2.0,1.0,13000000,15687.005888125614,1
653,4,3.0,1.0,16500000,15687.005888125614,1
654,2,2.0,1.0,10700000,10700.0,1
655,3,2.0,1.0,16200000,10700.0,0
656,3,2.0,1.0,16500000,10700.0,0
657,3,2.0,1.0,14900000,10700.0,0
658,4,3.0,1.0,27500000,10700.0,0
659,5,6.0,1.0,62500000,20492.0,1
660,5,5.0,3.0,70000000,20558.0,1
661,3,3.0,3.0,35500000,20558.0,1
662,3,3.0,3.0,42100000,20558.0,2
663,4,5.0,3.0,42500000,17000.0,1
664,3,4.0,2.0,44000000,21052.0,1
665,4,5.0,3.0,43200000,21052.0,1
666,4,4.0,2.0,52500000,21000.0,1
667,3,4.0,2.0,34300000,16333.0,0
668,3,3.0,2.0,38000000,18793.0,1
669,4,5.0,2.0,52500000,19811.0,0
670,3,3.0,2.0,37500000,20270.0,2
671,3,3.0,2.0,37000000,17619.0,1
672,3,4.0,2.0,40000000,17619.0,1
673,3,3.0,2.0,36200000,17197.0,1
674,2,3.0,1.0,29000000,17197.0,1
675,4,5.0,3.0,42500000,16654.0,0
676,5,6.0,3.0,60000000,19280.0,1
677,3,3.0,2.0,36500000,17176.0,1
678,3,4.0,2.0,42500000,20581.0,1
679,5,4.0,3.0,71500000,20999.0,1
680,5,5.0,3.0,65000000,21311.0,1
681,5,6.0,3.0,58000000,21311.0,1
682,2,2.0,2.0,27500000,18900.0,1
683,5,5.0,3.0,70000000,20588.0,1
684,5,5.0,3.0,65000000,20967.0,1
685,2,3.0,3.0,28600000,20967.0,2
686,3,3.0,2.0,39000000,18344.0,1
687,3,3.0,2.0,32500000,17906.0,1
688,3,3.0,2.0,34000000,17906.0,2
689,2,2.0,1.0,16500000,15687.005888125614,2
690,2,2.0,2.0,13800000,15687.005888125614,1
691,3,3.0,2.0,21000000,15687.005888125614,1
692,3,3.0,2.0,22500000,15687.005888125614,1
693,2,2.0,2.0,15000000,15687.005888125614,1
694,3,3.0,2.0,20000000,15687.005888125614,1
695,3,3.0,2.0,20000000,15687.005888125614,0
696,3,2.0,2.0,26000000,15687.005888125614,1
697,3,3.0,2.0,19500000,15687.005888125614,1
698,4,2.0,1.0,21500000,15687.005888125614,1
699,3,3.0,1.0,26500000,15687.005888125614,2
700,3,3.0,2.0,20000000,12500.0,1
701,3,3.0,1.0,18000000,12500.0,0
702,3,2.0,1.0,19000000,12500.0,2
703,4,4.0,2.0,36500000,12500.0,2
704,2,2.0,2.0,15000000,12500.0,2
705,2,2.0,2.0,17500000,12500.0,1
706,2,2.0,2.0,14000000,12500.0,1
707,3,3.0,2.0,21000000,12500.0,1
708,3,2.0,2.0,15600000,12500.0,2
709,3,3.0,2.0,19000000,12500.0,2
710,2,2.0,1.0,16500000,12500.0,2
711,3,3.0,1.0,19000000,12500.0,2
712,2,2.0,1.0,16500000,12500.0,2
713,1,1.0,1.0,3000000,12500.0,1
714,2,2.0,1.0,15000000,11538.0,1
715,2,2.0,1.0,14300000,11538.0,2
716,3,2.0,1.0,18500000,11538.0,2
717,3,3.0,1.0,19000000,11538.0,0
718,3,3.0,1.0,19000000,11538.0,1
719,3,2.0,1.0,13500000,15687.005888125614,1
720,4,2.0,2.0,15800000,15687.005888125614,1
721,10,4.0,2.0,17000000,15687.005888125614,1
722,4,2.0,1.0,15500000,15687.005888125614,1
723,3,2.0,2.0,16000000,15687.005888125614,1
724,2,2.0,2.0,12900000,15687.005888125614,0
725,3,3.0,2.0,13500000,15687.005888125614,0
726,4,2.0,2.0,17800000,15687.005888125614,0
727,2,2.0,2.0,13200000,15687.005888125614,0
728,3,3.0,2.0,14000000,15687.005888125614,1
729,4,2.0,2.0,17500000,15687.005888125614,0
730,3,2.0,2.0,17000000,15687.005888125614,1
731,2,2.0,2.0,13000000,15687.005888125614,0
732,3,3.0,2.0,17000000,15687.005888125614,0
733,2,2.0,2.0,12700000,15687.005888125614,0
734,3,2.0,2.0,13500000,15687.005888125614,0
735,4,2.0,2.0,17400000,15687.005888125614,0
736,4,2.0,2.0,17800000,15687.005888125614,0
737,2,2.0,2.0,12700000,15687.005888125614,0
738,4,2.0,2.0,16200000,15687.005888125614,0
739,2,2.0,2.0,11100000,15687.005888125614,0
740,2,2.0,2.0,13600000,15687.005888125614,0
741,2,2.0,2.0,13100000,15687.005888125614,0
742,2,2.0,2.0,12500000,15687.005888125614,0
743,3,2.0,2.0,13600000,15687.005888125614,0
744,4,4.0,2.0,12000000,6667.0,0
745,3,3.0,1.0,20000000,15384.0,0
746,2,2.0,1.0,13500000,15384.0,2
747,3,2.0,1.0,14000000,15384.0,2
748,2,2.0,2.0,10800000,15384.0,1
749,3,2.0,1.0,9000000,15687.005888125614,1
750,3,2.0,1.0,6300000,15687.005888125614,1
751,3,3.0,1.0,5500000,15687.005888125614,1
752,1,1.0,1.0,2350000,5222.0,1
753,3,3.0,1.0,8500000,5222.0,1
754,1,2.0,1.0,1650000,5222.0,1
755,2,2.0,1.0,10000000,8333.0,1
756,1,1.0,1.0,1500000,8333.0,2
757,2,2.0,1.0,2800000,8333.0,1
758,2,2.0,1.0,2600000,3714.0,1
759,1,1.0,1.0,2350000,3714.0,0
760,1,1.0,1.0,2350000,3714.0,2
761,1,1.0,1.0,2000000,3714.0,2
762,2,2.0,1.0,5000000,3714.0,1
763,2,2.0,1.0,3500000,3714.0,1
764,2,2.0,1.0,4500000,3714.0,1
765,2,2.0,1.0,4000000,3714.0,2
766,3,3.0,1.0,10800000,3714.0,2
767,3,2.0,1.0,10000000,3714.0,2
768,3,3.0,1.0,10800000,3714.0,2
769,3,2.0,1.0,9000000,3714.0,1
770,3,3.0,1.0,8500000,3714.0,1
771,3,2.0,1.0,6000000,3714.0,1
772,3,3.0,1.0,5500000,3714.0,1
773,3,2.0,1.0,7000000,7000.0,1
774,3,2.0,1.0,6000000,5455.0,0
775,3,2.0,1.0,3700000,4837.0,2
776,2,2.0,1.0,3100000,3444.0,1
777,2,2.0,1.0,4500000,3444.0,2
778,1,1.0,1.0,1500000,4167.0,1
779,3,2.0,1.0,7090000,15687.005888125614,1
780,2,2.0,1.0,4500000,15687.005888125614,1
781,4,3.0,1.0,5500000,15687.005888125614,2
782,3,4.0,2.0,63000000,15687.005888125614,1
783,3,2.0,2.0,6990000,15687.005888125614,1
784,2,2.0,1.0,4400000,15687.005888125614,1
785,4,4.0,1.0,12500000,15687.005888125614,1
786,2,2.0,1.0,3000000,15687.005888125614,1
787,2,2.0,1.0,2800000,15687.005888125614,1
788,3,3.0,4.0,5000000,15687.005888125614,2
789,3,3.0,4.0,6000000,15687.005888125614,2
790,2,2.0,4.0,4500000,15687.005888125614,2
791,2,2.0,1.0,2800000,15687.005888125614,2
792,2,2.0,1.0,2500000,15687.005888125614,1
793,4,4.0,1.0,8500000,15687.005888125614,1
794,2,2.0,1.0,3000000,4138.0,0
795,3,2.0,1.0,4900000,4138.0,1
796,2,2.0,1.0,3500000,4138.0,2
797,2,2.0,1.0,3000000,4138.0,1
798,3,2.0,1.0,7020000,4138.0,1
799,3,4.0,1.0,60000000,4138.0,2
800,2,2.0,1.0,3500000,4138.0,1
801,3,3.0,1.0,7000000,4138.0,1
802,2,1.0,2.0,7000000,4138.0,1
803,3,3.0,1.0,4500000,4138.0,1
804,3,2.0,1.0,5990000,4138.0,1
805,3,3.0,1.0,4400000,4138.0,1
806,2,2.0,4.0,2500000,4138.0,2
807,1,1.0,1.0,1600000,4138.0,1
808,3,3.0,1.0,6500000,4138.0,1
809,2,2.0,1.0,2750000,15687.005888125614,1
810,1,1.0,1.0,1500000,15687.005888125614,1
811,2,1.0,1.0,2200000,3259.0,2
812,2,2.0,1.0,2800000,3294.0,1
813,3,3.0,1.0,4500000,3294.0,1
814,1,1.0,1.0,1800000,3294.0,0
815,3,3.0,1.0,8500000,3294.0,2
816,3,3.0,1.0,8500000,3294.0,2
817,1,1.0,1.0,1700000,3294.0,2
818,3,3.0,2.0,7000000,3294.0,1
819,3,2.0,2.0,5600000,3294.0,2
820,4,3.0,2.0,13500000,8060.0,0
821,3,3.0,2.0,8500000,8060.0,2
822,3,3.0,5.0,6000000,8060.0,2
823,3,3.0,5.0,7200000,8060.0,2
824,3,2.0,1.0,6500000,8060.0,1
825,3,3.0,1.0,8400000,8060.0,1
826,3,3.0,1.0,8500000,8060.0,2
827,2,2.0,1.0,4000000,4678.0,1
828,1,1.0,1.0,1700000,3148.0,2
829,3,2.0,1.0,6000000,3148.0,2
830,1,1.0,1.0,1600000,3148.0,1
831,1,2.0,1.0,2100000,4200.0,1
832,1,1.0,1.0,1700000,3778.0,0
833,1,1.0,1.0,1500000,3778.0,2
834,1,1.0,1.0,1200000,2963.0,2
835,1,1.0,1.0,1650000,3667.0,2
836,2,2.0,1.0,3500000,3667.0,2
837,3,2.0,1.0,8500000,7727.0,2
838,2,2.0,1.0,3200000,5333.0,2
839,3,2.0,1.0,4400000,15687.005888125614,1
840,4,3.0,1.0,7200000,15687.005888125614,2
841,3,2.0,1.0,7500000,15687.005888125614,1
842,3,2.0,1.0,6500000,15687.005888125614,2
843,2,2.0,1.0,3500000,15687.005888125614,1
844,2,2.0,1.0,6500000,15687.005888125614,1
845,3,2.0,1.0,6200000,15687.005888125614,1
846,1,1.0,1.0,2500000,15687.005888125614,1
847,2,2.0,1.0,3000000,15687.005888125614,1
848,3,2.0,1.0,6000000,15687.005888125614,0
849,3,2.0,1.0,4800000,15687.005888125614,2
850,2,2.0,1.0,3790000,4922.0,1
851,3,2.0,1.0,4200000,4922.0,1
852,2,2.0,1.0,2900000,4922.0,2
853,3,2.0,1.0,5000000,4922.0,2
854,1,1.0,1.0,2100000,4922.0,1
855,2,2.0,1.0,3200000,4922.0,1
856,2,1.0,1.0,3000000,4922.0,1
857,1,1.0,1.0,2300000,4922.0,2
858,3,2.0,1.0,5900000,6556.0,1
859,3,2.0,1.0,5500000,5820.0,1
860,2,2.0,1.0,3500000,5820.0,2
861,2,1.0,1.0,1700000,3778.0,1
862,1,1.0,1.0,1850000,3778.0,2
863,2,2.0,1.0,2300000,3778.0,2
864,3,2.0,1.0,3800000,42222.0,0
865,3,2.0,1.0,4500000,42222.0,1
866,2,1.0,1.0,2200000,42222.0,1
867,3,2.0,1.0,5200000,42222.0,1
868,2,2.0,1.0,2200000,43137.0,1
869,1,2.0,2.0,1500000,15687.005888125614,2
870,1,1.0,2.0,2200000,4889.0,0
871,2,2.0,2.0,3800000,4222.0,1
872,1,1.0,1.0,1800000,5000.0,2
873,2,2.0,3.0,2850000,5092.0,0
874,1,1.0,3.0,2500000,7143.0,2
875,1,1.0,3.0,3500000,7143.0,2
876,1,1.0,3.0,2000000,5128.0,2
877,1,1.0,3.0,3000000,5128.0,2
878,1,1.0,3.0,2000000,5128.0,1
879,1,1.0,3.0,3500000,5128.0,2
880,1,1.0,3.0,1800000,3600.0,2
881,1,1.0,3.0,1600000,4571.0,2
882,1,1.0,1.0,1600000,4221.0,2
883,1,1.0,1.0,2000000,4221.0,2
884,1,1.0,1.0,1500000,4221.0,2
885,2,1.0,1.0,3000000,6636.0,0
886,1,1.0,1.0,1490000,4270.0,2
887,1,1.0,1.0,3500000,4270.0,0
888,3,3.0,1.0,4000000,4270.0,2
889,2,2.0,1.0,1750000,4270.0,2
890,2,2.0,1.0,4600000,4270.0,2
891,1,1.0,1.0,1800000,5143.0,1
892,2,2.0,1.0,1900000,3248.0,2
893,1,1.0,1.0,1000000,5051.0,0
894,1,1.0,1.0,1000000,5051.0,2
895,1,1.0,1.0,1000000,5051.0,2
896,1,1.0,1.0,3500000,5051.0,1
897,3,2.0,1.0,5000000,5051.0,0
898,1,1.0,1.0,2200000,5176.0,2
899,2,2.0,1.0,13000000,15687.005888125614,2
900,3,3.0,2.0,34000000,15687.005888125614,1
901,4,4.0,3.0,60000000,15687.005888125614,1
902,4,5.0,4.0,74500000,15687.005888125614,1
903,4,5.0,2.0,75000000,15687.005888125614,2
904,4,4.0,2.0,62500000,15687.005888125614,1
905,4,4.0,2.0,67000000,14888.0,2
906,2,2.0,2.0,8500000,14888.0,2
907,2,2.0,2.0,11500000,14888.0,2
908,4,5.0,3.0,52500000,14888.0,1
909,2,2.0,1.0,12000000,14888.0,1
910,2,2.0,2.0,10700000,14888.0,1
911,2,2.0,1.0,9000000,14888.0,1
912,3,4.0,1.0,100000000,14888.0,0
913,3,2.0,1.0,6200000,14888.0,1
914,3,2.0,1.0,17000000,14888.0,1
915,2,3.0,2.0,12500000,14888.0,1
916,2,2.0,3.0,13000000,14888.0,1
917,3,2.0,3.0,4200000,14888.0,2
918,4,4.0,2.0,36000000,14888.0,1
919,1,1.0,2.0,2300000,14888.0,2
920,2,2.0,2.0,8100000,7200.0,2
921,3,3.0,1.0,10000000,7200.0,1
922,4,5.0,1.0,62500000,7200.0,2
923,4,5.0,2.0,65000000,7200.0,1
924,3,2.0,2.0,20000000,7200.0,1
925,4,4.0,2.0,57500000,7200.0,1
926,3,3.0,2.0,30000000,7200.0,1
927,3,3.0,1.0,30000000,21429.0,1
928,3,3.0,2.0,30000000,21429.0,2
929,1,1.0,1.0,3300000,15687.005888125614,2
930,2,1.0,1.0,7350000,15687.005888125614,2
931,4,1.0,1.0,12500000,15687.005888125614,2
932,1,1.0,1.0,3500000,15687.005888125614,1
933,2,2.0,1.0,6500000,15687.005888125614,2
934,2,2.0,2.0,6900000,7666.0,0
935,1,1.0,1.0,3600000,7666.0,2
936,3,2.0,2.0,13500000,7666.0,1
937,3,2.0,1.0,9200000,9200.0,0
938,1,1.0,1.0,2500000,9200.0,2
939,3,2.0,1.0,17000000,9200.0,0
940,3,2.0,1.0,9030000,9200.0,1
941,3,2.0,1.0,9300000,8640.0,2
942,2,1.0,2.0,6500000,8640.0,1
943,2,1.0,2.0,3300000,8640.0,2
944,1,1.0,2.0,2400000,6486.0,2
945,3,3.0,1.0,15000000,8333.0,1
946,3,1.0,1.0,7000000,8333.0,2
947,1,1.0,1.0,4200000,12000.0,2
948,2,1.0,1.0,5800000,12000.0,0
949,3,2.0,1.0,4800000,12000.0,1
950,2,2.0,1.0,7500000,9375.0,1
951,1,1.0,1.0,3000000,9375.0,2
952,1,1.0,1.0,4300000,9375.0,2
953,1,1.0,1.0,2600000,5200.0,1
954,2,2.0,1.0,7000000,5200.0,2
955,2,2.0,1.0,6000000,7500.0,2
956,2,2.0,1.0,6700000,6700.0,1
957,3,3.0,1.0,9500000,9500.0,0
958,3,2.0,1.0,17000000,10625.0,1
959,2,2.0,1.0,8000000,15687.005888125614,1
960,3,3.0,1.0,12000000,15687.005888125614,1
961,2,2.0,1.0,9000000,15687.005888125614,1
962,3,2.0,2.0,11500000,15687.005888125614,1
963,4,3.0,1.0,20000000,15687.005888125614,0
964,2,2.0,1.0,8550000,15687.005888125614,1
965,4,4.0,1.0,10500000,15687.005888125614,1
966,3,2.0,2.0,12000000,15687.005888125614,0
967,3,2.0,1.0,11000000,15687.005888125614,2
968,3,2.0,1.0,12000000,15687.005888125614,1
969,2,2.0,1.0,9000000,15687.005888125614,2
970,2,2.0,1.0,10000000,15687.005888125614,1
971,2,2.0,1.0,8100000,15687.005888125614,2
972,3,3.0,1.0,9200000,15687.005888125614,0
973,3,3.0,1.0,14200000,15687.005888125614,1
974,2,2.0,1.0,7500000,15687.005888125614,1
975,2,2.0,1.0,9500000,15687.005888125614,1
976,3,2.0,1.0,14000000,9655.0,0
977,3,3.0,1.0,11600000,9655.0,1
978,3,3.0,1.0,12000000,9655.0,1
979,2,2.0,1.0,7500000,9655.0,1
980,3,2.0,2.0,9800000,9655.0,1
981,3,3.0,1.0,12000000,9655.0,1
982,3,2.0,1.0,12500000,9655.0,1
983,3,3.0,1.0,16500000,9655.0,1
984,3,3.0,1.0,12000000,9655.0,2
985,2,2.0,1.0,7200000,9655.0,2
986,3,3.0,2.0,15000000,10000.0,0
987,2,2.0,1.0,10000000,10000.0,1
988,3,3.0,1.0,11000000,10000.0,1
989,2,2.0,2.0,24700000,16466.0,0
990,2,2.0,2.0,24900000,25512.0,0
991,2,1.0,1.0,3600000,25512.0,1
992,1,1.0,1.0,1700000,25512.0,1
993,2,2.0,1.0,11000000,25512.0,2
994,4,4.0,2.0,75000000,30000.0,1
995,2,2.0,1.0,24800000,30000.0,2
996,2,2.0,1.0,24900000,30000.0,1
997,2,2.0,2.0,24900000,30000.0,2
998,2,2.0,2.0,25900000,16917.0,2
999,2,2.0,2.0,11700000,16917.0,2
1000,3,2.0,2.0,13500000,16917.0,0
1001,3,2.0,1.0,5500000,16917.0,0
1002,2,2.0,1.0,30000000,19841.0,2
1003,3,2.0,2.0,4950000,19841.0,1
1004,3,2.0,1.0,16000000,19841.0,1
1005,4,4.0,1.0,30000000,10320.0,1
1006,4,3.0,1.0,41000000,10320.0,1
1007,2,2.0,1.0,3800000,10320.0,1
1008,4,5.0,2.0,68900000,10320.0,2
1009,2,2.0,2.0,1800000,10320.0,2
1010,2,1.0,2.0,1500000,2778.0,2
1011,3,3.0,2.0,12500000,2778.0,1
1012,2,1.0,2.0,1600000,2778.0,1
1013,3,2.0,1.0,2400000,2778.0,1
1014,3,2.0,1.0,7000000,5556.0,1
1015,2,2.0,1.0,3100000,5556.0,2
1016,2,2.0,1.0,14500000,5556.0,1
1017,4,5.0,3.0,61500000,5556.0,1
1018,4,4.0,1.0,27500000,5556.0,1
1019,3,3.0,1.0,25500000,14366.0,1
1020,3,3.0,2.0,25000000,14366.0,0
1021,2,2.0,1.0,18500000,14776.0,1
1022,4,4.0,1.0,39700000,14776.0,1
1023,4,1.0,1.0,6800000,14776.0,1
1024,3,2.0,1.0,6540000,14776.0,1
1025,3,3.0,1.0,22000000,14776.0,1
1026,3,3.0,1.0,25500000,14366.0,1
1027,2,2.0,1.0,17000000,14366.0,1
1028,3,3.0,1.0,27500000,14382.0,1
1029,5,7.0,3.0,73700000,14092.0,2
1030,4,4.0,2.0,52300000,14092.0,2
1031,3,3.0,2.0,16000000,14092.0,2
1032,3,3.0,2.0,15000000,14092.0,0
1033,3,3.0,1.0,25500000,14366.0,1
1034,2,2.0,1.0,10000000,14815.0,1
1035,2,2.0,1.0,5000000,14815.0,2
1036,3,3.0,1.0,20000000,16584.0,1
1037,2,2.0,1.0,16000000,125984.0,2
1038,1,1.0,1.0,5500000,125984.0,1
1039,2,1.0,1.0,7000000,9722.0,1
1040,2,2.0,1.0,4100000,8761.0,2
1041,3,3.0,1.0,24000000,8761.0,1
1042,2,2.0,1.0,12500000,8761.0,0
1043,2,1.0,1.0,3900000,7290.0,0
1044,3,2.0,1.0,14500000,7290.0,1
1045,3,2.0,1.0,20000000,13324.0,1
1046,3,3.0,2.0,24500000,13324.0,0
1047,3,2.0,1.0,20900000,13324.0,1
1048,3,3.0,1.0,43100000,13324.0,1
1049,3,3.0,1.0,18000000,15687.005888125614,2
1050,4,5.0,2.0,50000000,15687.005888125614,1
1051,3,2.0,1.0,18500000,15687.005888125614,2
1052,4,5.0,3.0,46500000,15687.005888125614,1
1053,3,3.0,2.0,17500000,15687.005888125614,2
1054,4,5.0,2.0,42500000,15687.005888125614,1
1055,3,3.0,2.0,15500000,15687.005888125614,1
1056,2,2.0,2.0,15000000,15687.005888125614,0
1057,4,4.0,2.0,40000000,14285.0,2
1058,3,3.0,1.0,20000000,12151.0,2
1059,2,2.0,1.0,6700000,12151.0,1
1060,3,2.0,1.0,16000000,12151.0,1
1061,3,2.0,1.0,8000000,8889.0,2
1062,3,2.0,2.0,25000000,8889.0,2
1063,3,2.0,2.0,25000000,8889.0,2
1064,4,5.0,2.0,37500000,8889.0,2
1065,3,3.0,1.0,25000000,8889.0,1
1066,3,3.0,1.0,23000000,8889.0,2
1067,3,2.0,2.0,17500000,8889.0,1
1068,4,4.0,1.0,44000000,8889.0,2
1069,3,3.0,2.0,15000000,8889.0,1
1070,4,5.0,2.0,42500000,15178.0,1
1071,2,2.0,2.0,5000000,5806.0,0
1072,4,5.0,2.0,38000000,5806.0,2
1073,3,3.0,1.0,19000000,10838.0,2
1074,4,5.0,3.0,43500000,10838.0,2
1075,3,2.0,3.0,19500000,10838.0,2
1076,3,2.0,2.0,14200000,10838.0,1
1077,3,2.0,2.0,14200000,10838.0,1
1078,2,2.0,2.0,13500000,10838.0,1
1079,3,3.0,2.0,21000000,15687.005888125614,1
1080,3,3.0,1.0,22500000,15687.005888125614,1
1081,2,4.0,1.0,19000000,15687.005888125614,1
1082,3,2.0,1.0,7500000,15687.005888125614,1
1083,2,2.0,1.0,4000000,15687.005888125614,1
1084,3,3.0,2.0,8000000,15687.005888125614,2
1085,3,4.0,2.0,19000000,10556.0,1
1086,1,1.0,2.0,7000000,10556.0,2
1087,3,3.0,1.0,5800000,10556.0,2
1088,3,2.0,1.0,8000000,10556.0,1
1089,3,4.0,1.0,18800000,10556.0,2
1090,3,2.0,1.0,6000000,10556.0,1
1091,1,1.0,1.0,2200000,10556.0,2
1092,3,2.0,1.0,6500000,10556.0,1
1093,3,2.0,1.0,23500000,10556.0,2
1094,2,2.0,2.0,16000000,12307.0,1
1095,3,3.0,2.0,20000000,12307.0,2
1096,2,2.0,2.0,5500000,12307.0,2
1097,2,2.0,1.0,13500000,15882.0,1
1098,3,3.0,1.0,22500000,15882.0,1
1099,2,2.0,1.0,3800000,15882.0,2
1100,2,2.0,1.0,4600000,65714.0,1
1101,2,1.0,2.0,17500000,65714.0,1
1102,4,3.0,2.0,5500000,65714.0,0
1103,3,3.0,2.0,22500000,65714.0,1
1104,2,2.0,1.0,12500000,11363.0,1
1105,3,2.0,2.0,19000000,13571.0,1
1106,2,2.0,2.0,15500000,11923.0,1
1107,2,2.0,2.0,13500000,12272.0,1
1108,3,3.0,2.0,21000000,13125.0,1
1109,4,4.0,2.0,50000000,15687.005888125614,1
1110,4,3.0,2.0,42500000,15687.005888125614,2
1111,4,4.0,2.0,45500000,15687.005888125614,2
1112,3,3.0,2.0,23000000,15687.005888125614,1
1113,3,3.0,1.0,12000000,15687.005888125614,2
1114,3,3.0,4.0,35000000,13608.0,0
1115,3,3.0,1.0,25000000,11905.0,1
1116,3,3.0,1.0,29000000,11905.0,1
1117,4,4.0,2.0,80000000,11905.0,1
1118,3,3.0,2.0,20500000,11905.0,1
1119,4,4.0,1.0,52500000,11905.0,1
1120,4,4.0,2.0,37500000,11905.0,2
1121,2,2.0,2.0,7500000,11905.0,1
1122,3,3.0,2.0,32500000,11905.0,1
1123,3,3.0,2.0,24500000,11905.0,2
1124,5,5.0,2.0,65000000,11905.0,2
1125,3,3.0,2.0,27500000,11905.0,1
1126,5,5.0,1.0,115000000,11905.0,1
1127,3,3.0,1.0,28000000,11905.0,1
1128,2,1.0,1.0,8000000,9909.0,1
1129,4,4.0,3.0,75100000,9909.0,0
1130,2,2.0,1.0,7800000,7800.0,1
1131,2,2.0,1.0,15000000,16667.0,1
1132,3,3.0,1.0,27500000,15278.0,0
1133,3,3.0,2.0,25000000,15278.0,1
1134,4,4.0,1.0,26000000,15278.0,1
1135,3,3.0,1.0,23500000,15278.0,2
1136,3,1.0,1.0,4200000,15278.0,2
1137,2,2.0,1.0,10000000,15278.0,2
1138,2,2.0,1.0,18500000,15278.0,1
1139,2,2.0,1.0,16500000,15687.005888125614,2
1140,2,2.0,2.0,13800000,15687.005888125614,1
1141,3,3.0,2.0,21000000,15687.005888125614,1
1142,3,3.0,2.0,22500000,15687.005888125614,1
1143,2,2.0,2.0,15000000,15687.005888125614,1
1144,3,3.0,2.0,20000000,15687.005888125614,1
1145,3,3.0,2.0,20000000,15687.005888125614,0
1146,3,2.0,2.0,26000000,15687.005888125614,1
1147,3,3.0,2.0,19500000,15687.005888125614,1
1148,4,2.0,1.0,21500000,15687.005888125614,1
1149,3,3.0,1.0,26500000,15687.005888125614,2
1150,3,3.0,2.0,20000000,12500.0,1
1151,3,3.0,1.0,18000000,12500.0,0
1152,3,2.0,1.0,19000000,12500.0,2
1153,4,4.0,2.0,36500000,12500.0,2
1154,2,2.0,2.0,15000000,12500.0,2
1155,2,2.0,2.0,17500000,12500.0,1
1156,2,2.0,2.0,14000000,12500.0,1
1157,3,3.0,2.0,21000000,12500.0,1
1158,3,2.0,2.0,15600000,12500.0,2
1159,3,3.0,2.0,19000000,12500.0,2
1160,2,2.0,1.0,16500000,12500.0,2
1161,3,3.0,1.0,19000000,12500.0,2
1162,2,2.0,1.0,16500000,12500.0,2
1163,1,1.0,1.0,3000000,12500.0,1
1164,2,2.0,1.0,15000000,11538.0,1
1165,2,2.0,1.0,14300000,11538.0,2
1166,3,2.0,1.0,18500000,11538.0,2
1167,3,3.0,1.0,19000000,11538.0,0
1168,3,3.0,1.0,19000000,11538.0,1
1169,2,2.0,1.0,3300000,15687.005888125614,1
1170,2,2.0,1.0,3800000,15687.005888125614,1
1171,3,3.0,1.0,7000000,15687.005888125614,1
